Experiment_type,code,tree_quality,species,quality,Nitrogen_added,mix_type,species_richness,number,litter_type_quality_tree_1,litter_type_quality_tree_2,quality_N,mesh_size,total_mass_g,sample_plot,plot,harvest,handling_loss_bags,handling_loss,initial_mass_g,Time_at_harvest,final_mass_g
A1,A1FTL1,Low,Cb,low,zero,tree,1,7,9.999,NA,NA,5 mm,9.999,R7,plot2,harvest3,NA,-0.294,9.705,220,7.49
A1,A1FTL1,Low,Cb,low,zero,tree,1,8,10.003,NA,NA,5 mm,10.003,R8,plot2,harvest4,NA,-0.294,9.709,365,2.97
A1,A1FTL1,Low,Cb,low,zero,tree,1,9,10,NA,NA,5 mm,10,R9,plot3,harvest1,NA,-0.294,9.706,30,8.598
A1,A1FTL1,Low,Cb,low,zero,tree,1,10,9.997,NA,NA,5 mm,9.997,R10,plot3,harvest2,NA,-0.294,9.703,60,9.014
A1,A1FTL1,Low,Cb,low,zero,tree,1,11,9.993,NA,NA,5 mm,9.993,R11,plot3,harvest3,NA,-0.294,9.699,220,6.29
A1,A1FTL1,Low,Cb,low,zero,tree,1,12,10.006,NA,NA,5 mm,10.006,R12,plot3,harvest4,NA,-0.294,9.712,365,2.34
A1,A1FTL1,Low,Cb,low,zero,tree,1,13,10.007,NA,NA,5 mm,10.007,,,,9.644,-0.294,9.713,,NA
A1,A1FTL1,Low,Cb,low,zero,tree,1,14,10.007,NA,NA,5 mm,10.007,,,,9.6,-0.294,9.713,,NA
A1,A1FTL1,Low,Cb,low,zero,tree,1,15,10.004,NA,NA,5 mm,10.004,,,,9.892,-0.294,9.71,,NA
A1,A1FTL1,Low,Cb,low,zero,tree,1,1,10.001,NA,NA,2 mm,10.001,R1,plot1,harvest1,NA,-0.083,9.918,30,9.461
A1,A1FTL1,Low,Cb,low,zero,tree,1,2,10.004,NA,NA,2 mm,10.004,R2,plot1,harvest2,NA,-0.083,9.921,60,9.016
A1,A1FTL1,Low,Cb,low,zero,tree,1,3,9.995,NA,NA,2 mm,9.995,R3,plot1,harvest3,NA,-0.083,9.912,220,6.23
A1,A1FTL1,Low,Cb,low,zero,tree,1,4,9.996,NA,NA,2 mm,9.996,R4,plot1,harvest4,NA,-0.083,9.913,365,5.502
A1,A1FTL1,Low,Cb,low,zero,tree,1,5,9.995,NA,NA,2 mm,9.995,R5,plot2,harvest1,NA,-0.083,9.912,30,9.115
A1,A1FTL1,Low,Cb,low,zero,tree,1,6,10.004,NA,NA,2 mm,10.004,R6,plot2,harvest2,NA,-0.083,9.921,60,8.685
A1,A1FTL1,Low,Cb,low,zero,tree,1,7,10,NA,NA,2 mm,10,R7,plot2,harvest3,NA,-0.083,9.917,220,7.8
A1,A1FTL1,Low,Cb,low,zero,tree,1,8,9.992,NA,NA,2 mm,9.992,R8,plot2,harvest4,NA,-0.083,9.909,365,0.979
A1,A1FTL1,Low,Cb,low,zero,tree,1,9,9.997,NA,NA,2 mm,9.997,R9,plot3,harvest1,NA,-0.083,9.914,30,9.279
A1,A1FTL1,Low,Cb,low,zero,tree,1,10,9.999,NA,NA,2 mm,9.999,R10,plot3,harvest2,NA,-0.083,9.916,60,10.509
A1,A1FTL1,Low,Cb,low,zero,tree,1,11,10.001,NA,NA,2 mm,10.001,R11,plot3,harvest3,NA,-0.083,9.918,220,7.78
A1,A1FTL1,Low,Cb,low,zero,tree,1,12,9.999,NA,NA,2 mm,9.999,R12,plot3,harvest4,NA,-0.083,9.916,365,4.672
A1,A1FTL1,Low,Cb,low,zero,tree,1,13,10.003,NA,NA,2 mm,10.003,,,,9.906,-0.083,9.92,,NA
A1,A1FTL1,Low,Cb,low,zero,tree,1,14,10,NA,NA,2 mm,10,,,,9.897,-0.083,9.917,,NA
A1,A1FTL1,Low,Cb,low,zero,tree,1,15,10.002,NA,NA,2 mm,10.002,,,,9.953,-0.083,9.919,,NA
A1,A1FTL1,Low,Cb,low,zero,tree,1,1,9.996,NA,NA,0.07 mm,9.996,R1,plot1,harvest1,NA,-0.081,9.915,30,9.375
A1,A1FTL1,Low,Cb,low,zero,tree,1,2,9.999,NA,NA,0.07 mm,9.999,R2,plot1,harvest2,NA,-0.081,9.918,60,8.376
A1,A1FTL1,Low,Cb,low,zero,tree,1,3,9.999,NA,NA,0.07 mm,9.999,R3,plot1,harvest3,NA,-0.081,9.918,220,6.73
A1,A1FTL1,Low,Cb,low,zero,tree,1,4,9.998,NA,NA,0.07 mm,9.998,R4,plot1,harvest4,NA,-0.081,9.917,365,3.579
A1,A1FTL1,Low,Cb,low,zero,tree,1,5,9.994,NA,NA,0.07 mm,9.994,R5,plot2,harvest1,NA,-0.081,9.913,30,9.236
A1,A1FTL1,Low,Cb,low,zero,tree,1,6,10,NA,NA,0.07 mm,10,R6,plot2,harvest2,NA,-0.081,9.919,60,8.417
A1,A1FTL1,Low,Cb,low,zero,tree,1,7,9.994,NA,NA,0.07 mm,9.994,R7,plot2,harvest3,NA,-0.081,9.913,220,7.071
A1,A1FTL1,Low,Cb,low,zero,tree,1,8,9.998,NA,NA,0.07 mm,9.998,R8,plot2,harvest4,NA,-0.081,9.917,365,3.165
A1,A1FTL1,Low,Cb,low,zero,tree,1,9,10,NA,NA,0.07 mm,10,R9,plot3,harvest1,NA,-0.081,9.919,30,9.404
A1,A1FTL1,Low,Cb,low,zero,tree,1,10,9.995,NA,NA,0.07 mm,9.995,R10,plot3,harvest2,NA,-0.081,9.914,60,9.238
A1,A1FTL1,Low,Cb,low,zero,tree,1,11,10,NA,NA,0.07 mm,10,R11,plot3,harvest3,NA,-0.081,9.919,220,7.71
A1,A1FTL1,Low,Cb,low,zero,tree,1,12,9.995,NA,NA,0.07 mm,9.995,R12,plot3,harvest4,NA,-0.081,9.914,365,3.086
A1,A1FTL1,Low,Cb,low,zero,tree,1,13,9.994,NA,NA,0.07 mm,9.994,,,,9.964,-0.081,9.913,,NA
A1,A1FTL1,Low,Cb,low,zero,tree,1,14,9.995,NA,NA,0.07 mm,9.995,,,,9.857,-0.081,9.914,,NA
A1,A1FTL1,Low,Cb,low,zero,tree,1,15,9.996,NA,NA,0.07 mm,9.996,,,,9.921,-0.081,9.915,,NA
A1,A1FTL2,Low,Ga,low,zero,tree,1,1,NA,10.078,NA,5 mm,10.078,R1,plot1,harvest1,NA,0.046,10.078,30,7.735
A1,A1FTL2,Low,Ga,low,zero,tree,1,2,NA,10.039,NA,5 mm,10.039,R2,plot1,harvest2,NA,0.046,10.039,60,7.395
A1,A1FTL2,Low,Ga,low,zero,tree,1,3,NA,10.089,NA,5 mm,10.089,R3,plot1,harvest3,NA,0.046,10.089,220,5.06
A1,A1FTL2,Low,Ga,low,zero,tree,1,4,NA,10,NA,5 mm,10,R4,plot1,harvest4,NA,0.046,10,365,4.244
A1,A1FTL2,Low,Ga,low,zero,tree,1,5,NA,10.003,NA,5 mm,10.003,R5,plot2,harvest1,NA,0.046,10.003,30,7.841
A1,A1FTL2,Low,Ga,low,zero,tree,1,6,NA,10.035,NA,5 mm,10.035,R6,plot2,harvest2,NA,0.046,10.035,60,6.895
A1,A1FTL2,Low,Ga,low,zero,tree,1,7,NA,10.02,NA,5 mm,10.02,R7,plot2,harvest3,NA,0.046,10.02,220,3.027
A1,A1FTL2,Low,Ga,low,zero,tree,1,8,NA,10.043,NA,5 mm,10.043,R8,plot2,harvest4,NA,0.046,10.043,365,3.276
A1,A1FTL2,Low,Ga,low,zero,tree,1,9,NA,10.021,NA,5 mm,10.021,R9,plot3,harvest1,NA,0.046,10.021,30,7.185
A1,A1FTL2,Low,Ga,low,zero,tree,1,10,NA,10.03,NA,5 mm,10.03,R10,plot3,harvest2,NA,0.046,10.03,60,1.911
A1,A1FTL2,Low,Ga,low,zero,tree,1,11,NA,10.025,NA,5 mm,10.025,R11,plot3,harvest3,NA,0.046,10.025,220,6.75
A1,A1FTL2,Low,Ga,low,zero,tree,1,12,NA,10.059,NA,5 mm,10.059,R12,plot3,harvest4,NA,0.046,10.059,365,0.541
A1,A1FTL2,Low,Ga,low,zero,tree,1,13,NA,10.086,NA,5 mm,10.086,,,,10.09,0.046,10.086,,NA
A1,A1FTL2,Low,Ga,low,zero,tree,1,14,NA,10.075,NA,5 mm,10.075,,,,10.16,0.046,10.075,,NA
A1,A1FTL2,Low,Ga,low,zero,tree,1,15,NA,10.052,NA,5 mm,10.052,,,,10.1,0.046,10.052,,NA
A1,A1FTL2,Low,Ga,low,zero,tree,1,1,NA,10.04,NA,2 mm,10.04,R1,plot1,harvest1,NA,-0.581,9.459,30,7.978
A1,A1FTL2,Low,Ga,low,zero,tree,1,2,NA,10,NA,2 mm,10,R2,plot1,harvest2,NA,-0.581,9.419,60,7.249
A1,A1FTL2,Low,Ga,low,zero,tree,1,3,NA,10,NA,2 mm,10,R3,plot1,harvest3,NA,-0.581,9.419,220,4.89
A1,A1FTL2,Low,Ga,low,zero,tree,1,4,NA,10.047,NA,2 mm,10.047,R4,plot1,harvest4,NA,-0.581,9.466,365,3.867
A1,A1FTL2,Low,Ga,low,zero,tree,1,5,NA,10.033,NA,2 mm,10.033,R5,plot2,harvest1,NA,-0.581,9.452,30,7.87
A1,A1FTL2,Low,Ga,low,zero,tree,1,6,NA,10.074,NA,2 mm,10.074,R6,plot2,harvest2,NA,-0.581,9.493,60,7.211
A1,A1FTL2,Low,Ga,low,zero,tree,1,7,NA,10.077,NA,2 mm,10.077,R7,plot2,harvest3,NA,-0.581,9.496,220,5.77
A1,A1FTL2,Low,Ga,low,zero,tree,1,8,NA,10.08,NA,2 mm,10.08,R8,plot2,harvest4,NA,-0.581,9.499,365,0.127
A1,A1FTL2,Low,Ga,low,zero,tree,1,9,NA,10.016,NA,2 mm,10.016,R9,plot3,harvest1,NA,-0.581,9.435,30,7.635
A1,A1FTL2,Low,Ga,low,zero,tree,1,10,NA,10.02,NA,2 mm,10.02,R10,plot3,harvest2,NA,-0.581,9.439,60,7.478
A1,A1FTL2,Low,Ga,low,zero,tree,1,11,NA,10.063,NA,2 mm,10.063,R11,plot3,harvest3,NA,-0.581,9.482,220,7.4
A1,A1FTL2,Low,Ga,low,zero,tree,1,12,NA,10.076,NA,2 mm,10.076,R12,plot3,harvest4,NA,-0.581,9.495,365,2.346
A1,A1FTL2,Low,Ga,low,zero,tree,1,13,NA,10.081,NA,2 mm,10.081,,,,9.52,-0.581,9.5,,NA
A1,A1FTL2,Low,Ga,low,zero,tree,1,14,NA,10.081,NA,2 mm,10.081,,,,9.51,-0.581,9.5,,NA
A1,A1FTL2,Low,Ga,low,zero,tree,1,15,NA,9.992,NA,2 mm,9.992,,,,9.38,-0.581,9.411,,NA
A1,A1FTL2,Low,Ga,low,zero,tree,1,1,NA,10.008,NA,0.07 mm,10.008,R1,plot1,harvest1,NA,-0.198,9.81,30,8.186
A1,A1FTL2,Low,Ga,low,zero,tree,1,2,NA,10.08,NA,0.07 mm,10.08,R2,plot1,harvest2,NA,-0.198,9.882,60,8.02
A1,A1FTL2,Low,Ga,low,zero,tree,1,3,NA,10.44,NA,0.07 mm,10.44,R3,plot1,harvest3,NA,-0.198,10.242,220,5.78
A1,A1FTL2,Low,Ga,low,zero,tree,1,4,NA,10.073,NA,0.07 mm,10.073,R4,plot1,harvest4,NA,-0.198,9.875,365,3.239
A1,A1FTL2,Low,Ga,low,zero,tree,1,5,NA,9.998,NA,0.07 mm,9.998,R5,plot2,harvest1,NA,-0.198,9.8,30,7.755
A1,A1FTL2,Low,Ga,low,zero,tree,1,6,NA,10.045,NA,0.07 mm,10.045,R6,plot2,harvest2,NA,-0.198,9.847,60,7.014
A1,A1FTL2,Low,Ga,low,zero,tree,1,7,NA,10.06,NA,0.07 mm,10.06,R7,plot2,harvest3,NA,-0.198,9.862,220,6.74
A1,A1FTL2,Low,Ga,low,zero,tree,1,8,NA,10.008,NA,0.07 mm,10.008,R8,plot2,harvest4,NA,-0.198,9.81,365,1.924
A1,A1FTL2,Low,Ga,low,zero,tree,1,9,NA,10.055,NA,0.07 mm,10.055,R9,plot3,harvest1,NA,-0.198,9.857,30,7.812
A1,A1FTL2,Low,Ga,low,zero,tree,1,10,NA,10.014,NA,0.07 mm,10.014,R10,plot3,harvest2,NA,-0.198,9.816,60,7.616
A1,A1FTL2,Low,Ga,low,zero,tree,1,11,NA,10.05,NA,0.07 mm,10.05,R11,plot3,harvest3,NA,-0.198,9.852,220,6.19
A1,A1FTL2,Low,Ga,low,zero,tree,1,12,NA,10.056,NA,0.07 mm,10.056,R12,plot3,harvest4,NA,-0.198,9.858,365,2.424
A1,A1FTL2,Low,Ga,low,zero,tree,1,13,NA,10.021,NA,0.07 mm,10.021,,,,9.71,-0.198,9.823,,NA
A1,A1FTL2,Low,Ga,low,zero,tree,1,14,NA,10.022,NA,0.07 mm,10.022,,,,9.68,-0.198,9.824,,NA
A1,A1FTL2,Low,Ga,low,zero,tree,1,15,NA,10.02,NA,0.07 mm,10.02,,,,10.08,-0.198,9.822,,NA
A1,A1FT(H),High,"Ml,At",high_N0,N_0,tree mixture,2,1,5.013,5.092,NA,5 mm,10.105,R1,plot1,harvest1,NA,-0.079,10.026,30,9.069
A1,A1FT(H),High,"Ml,At",high_N0,N_0,tree mixture,2,2,5.009,5.025,NA,5 mm,10.034,R2,plot1,harvest2,NA,-0.079,9.955,60,8.396
A1,A1FT(H),High,"Ml,At",high_N0,N_0,tree mixture,2,3,5.05,5.072,NA,5 mm,10.122,R3,plot1,harvest3,NA,-0.079,10.043,220,6.75
A1,A1FT(H),High,"Ml,At",high_N0,N_0,tree mixture,2,4,5,4.993,NA,5 mm,9.993,R4,plot1,harvest4,NA,-0.079,9.914,365,1.561
A1,A1FT(H),High,"Ml,At",high_N0,N_0,tree mixture,2,5,4.998,5.031,NA,5 mm,10.029,R5,plot2,harvest1,NA,-0.079,9.95,30,8.085
A1,A1FT(H),High,"Ml,At",high_N0,N_0,tree mixture,2,6,4.997,5.058,NA,5 mm,10.055,R6,plot2,harvest2,NA,-0.079,9.976,60,7.931
A1,A1FT(H),High,"Ml,At",high_N0,N_0,tree mixture,2,7,5.015,5.06,NA,5 mm,10.075,R7,plot2,harvest3,NA,-0.079,9.996,220,7.7
A1,A1FT(H),High,"Ml,At",high_N0,N_0,tree mixture,2,8,5.055,5.074,NA,5 mm,10.129,R8,plot2,harvest4,NA,-0.079,10.05,365,1.245
A1,A1FT(H),High,"Ml,At",high_N0,N_0,tree mixture,2,9,5,5,NA,5 mm,10,R9,plot3,harvest1,NA,-0.079,9.921,30,7.52
A1,A1FT(H),High,"Ml,At",high_N0,N_0,tree mixture,2,10,5.009,5.033,NA,5 mm,10.042,R10,plot3,harvest2,NA,-0.079,9.963,60,6.9
A1,A1FT(H),High,"Ml,At",high_N0,N_0,tree mixture,2,11,5.011,5.056,NA,5 mm,10.067,R11,plot3,harvest3,NA,-0.079,9.988,220,4.2
A1,A1FT(H),High,"Ml,At",high_N0,N_0,tree mixture,2,12,5.023,5.009,NA,5 mm,10.032,R12,plot3,harvest4,NA,-0.079,9.953,365,3.764
A1,A1FT(H),High,"Ml,At",high_N0,N_0,tree mixture,2,13,5.07,5.058,NA,5 mm,10.128,,,,10.033,-0.079,10.049,,NA
A1,A1FT(H),High,"Ml,At",high_N0,N_0,tree mixture,2,14,4.993,5.039,NA,5 mm,10.032,,,,10.076,-0.079,9.953,,NA
A1,A1FT(H),High,"Ml,At",high_N0,N_0,tree mixture,2,15,5.022,5.024,NA,5 mm,10.046,,,,9.86,-0.079,9.967,,NA
A1,A1FT(H),High,"Ml,At",high_N0,N_0,tree mixture,2,1,5.05,5.037,NA,2 mm,10.087,R1,plot1,harvest1,NA,-0.532,9.555,30,8.704
A1,A1FT(H),High,"Ml,At",high_N0,N_0,tree mixture,2,2,5.051,5.058,NA,2 mm,10.109,R2,plot1,harvest2,NA,-0.532,9.577,60,7.685
A1,A1FT(H),High,"Ml,At",high_N0,N_0,tree mixture,2,3,5.03,5.056,NA,2 mm,10.086,R3,plot1,harvest3,NA,-0.532,9.554,220,6.52
A1,A1FT(H),High,"Ml,At",high_N0,N_0,tree mixture,2,4,5,5.012,NA,2 mm,10.012,R4,plot1,harvest4,NA,-0.532,9.48,365,4.812
A1,A1FT(H),High,"Ml,At",high_N0,N_0,tree mixture,2,5,5.063,5.064,NA,2 mm,10.127,R5,plot2,harvest1,NA,-0.532,9.595,30,8.609
A1,A1FT(H),High,"Ml,At",high_N0,N_0,tree mixture,2,6,5.044,5.074,NA,2 mm,10.118,R6,plot2,harvest2,NA,-0.532,9.586,60,8.435
A1,A1FT(H),High,"Ml,At",high_N0,N_0,tree mixture,2,7,5.057,5.023,NA,2 mm,10.08,R7,plot2,harvest3,NA,-0.532,9.548,220,7.2
A1,A1FT(H),High,"Ml,At",high_N0,N_0,tree mixture,2,8,5.017,5.067,NA,2 mm,10.084,R8,plot2,harvest4,NA,-0.532,9.552,365,6.981
A1,A1FT(H),High,"Ml,At",high_N0,N_0,tree mixture,2,9,5.053,5.035,NA,2 mm,10.088,R9,plot3,harvest1,NA,-0.532,9.556,30,8.626
A1,A1FT(H),High,"Ml,At",high_N0,N_0,tree mixture,2,10,5.061,5,NA,2 mm,10.061,R10,plot3,harvest2,NA,-0.532,9.529,60,7.799
A1,A1FT(H),High,"Ml,At",high_N0,N_0,tree mixture,2,11,4.998,5.088,NA,2 mm,10.086,R11,plot3,harvest3,NA,-0.532,9.554,220,7.18
A1,A1FT(H),High,"Ml,At",high_N0,N_0,tree mixture,2,12,5.036,5.033,NA,2 mm,10.069,R12,plot3,harvest4,NA,-0.532,9.537,365,4.621
A1,A1FT(H),High,"Ml,At",high_N0,N_0,tree mixture,2,13,5.021,5.099,NA,2 mm,10.12,,,,9.746,-0.532,9.588,,NA
A1,A1FT(H),High,"Ml,At",high_N0,N_0,tree mixture,2,14,5.019,5.001,NA,2 mm,10.02,,,,8.816,-0.532,9.488,,NA
A1,A1FT(H),High,"Ml,At",high_N0,N_0,tree mixture,2,15,5.022,5.088,NA,2 mm,10.11,,,,10.092,-0.532,9.578,,NA
A1,A1FT(H),High,"Ml,At",high_N0,N_0,tree mixture,2,1,5.015,5.08,NA,0.07 mm,10.095,R1,plot1,harvest1,NA,0.005,10.095,30,8.844
A1,A1FT(H),High,"Ml,At",high_N0,N_0,tree mixture,2,2,5,5.073,NA,0.07 mm,10.073,R2,plot1,harvest2,NA,0.005,10.073,60,7.792
A1,A1FT(H),High,"Ml,At",high_N0,N_0,tree mixture,2,3,5.036,5.026,NA,0.07 mm,10.062,R3,plot1,harvest3,NA,0.005,10.062,220,4.76
A1,A1FT(H),High,"Ml,At",high_N0,N_0,tree mixture,2,4,4.999,5.074,NA,0.07 mm,10.073,R4,plot1,harvest4,NA,0.005,10.073,365,NA
A1,A1FT(H),High,"Ml,At",high_N0,N_0,tree mixture,2,5,5,5.014,NA,0.07 mm,10.014,R5,plot2,harvest1,NA,0.005,10.014,30,9.561
A1,A1FT(H),High,"Ml,At",high_N0,N_0,tree mixture,2,6,5.012,4.992,NA,0.07 mm,10.004,R6,plot2,harvest2,NA,0.005,10.004,60,6.936
A1,A1FT(H),High,"Ml,At",high_N0,N_0,tree mixture,2,7,5.006,5.007,NA,0.07 mm,10.013,R7,plot2,harvest3,NA,0.005,10.013,220,6.21
A1,A1FT(H),High,"Ml,At",high_N0,N_0,tree mixture,2,8,5.03,5.088,NA,0.07 mm,10.118,R8,plot2,harvest4,NA,0.005,10.118,365,5.89
A1,A1FT(H),High,"Ml,At",high_N0,N_0,tree mixture,2,9,5.073,5.021,NA,0.07 mm,10.094,R9,plot3,harvest1,NA,0.005,10.094,30,8.221
A1,A1FT(H),High,"Ml,At",high_N0,N_0,tree mixture,2,10,5.05,5.061,NA,0.07 mm,10.111,R10,plot3,harvest2,NA,0.005,10.111,60,7.753
A1,A1FT(H),High,"Ml,At",high_N0,N_0,tree mixture,2,11,4.996,5.082,NA,0.07 mm,10.078,R11,plot3,harvest3,NA,0.005,10.078,220,6.84
A1,A1FT(H),High,"Ml,At",high_N0,N_0,tree mixture,2,12,5.038,4.999,NA,0.07 mm,10.037,R12,plot3,harvest4,NA,0.005,10.037,365,
A1,A1FT(H),High,"Ml,At",high_N0,N_0,tree mixture,2,13,5.01,5.051,NA,0.07 mm,10.061,,,,10.04,0.005,,,
A1,A1FT(H),High,"Ml,At",high_N0,N_0,tree mixture,2,14,5.046,5.049,NA,0.07 mm,10.095,,,,10.11,0.005,,,
A1,A1FT(H),High,"Ml,At",high_N0,N_0,tree mixture,2,15,5.042,5.082,NA,0.07 mm,10.124,,,,10.146,0.005,,,
A2,A2HH,High,"Ml,At",high_N20,N_20,tree mixture,2,1,4.076,4.016,20.04,5 mm,28.132,R1,plot1,harvest1,NA,-3.296,24.836,30,6.059
A2,A2HH,High,"Ml,At",high_N20,N_20,tree mixture,2,2,4.012,4.002,20.08,5 mm,28.094,R2,plot1,harvest2,NA,-3.296,24.798,60,4.914
A2,A2HH,High,"Ml,At",high_N20,N_20,tree mixture,2,3,4.02,4.013,20.001,5 mm,28.034,R3,plot1,harvest3,NA,-3.296,24.738,220,2.87
A2,A2HH,High,"Ml,At",high_N20,N_20,tree mixture,2,4,4.045,4.071,20.04,5 mm,28.156,R4,plot1,harvest4,NA,-3.296,24.86,365,1.023
A2,A2HH,High,"Ml,At",high_N20,N_20,tree mixture,2,5,4.008,4.013,20.05,5 mm,28.071,R5,plot2,harvest1,NA,-3.296,24.775,30,5.802
A2,A2HH,High,"Ml,At",high_N20,N_20,tree mixture,2,6,4.04,4.07,20.01,5 mm,28.12,R6,plot2,harvest2,NA,-3.296,24.824,60,4.288
A2,A2HH,High,"Ml,At",high_N20,N_20,tree mixture,2,7,4.083,4.04,20.074,5 mm,28.197,R7,plot2,harvest3,NA,-3.296,24.901,220,4.01
A2,A2HH,High,"Ml,At",high_N20,N_20,tree mixture,2,8,4.02,4.008,20.058,5 mm,28.086,R8,plot2,harvest4,NA,-3.296,24.79,365,2.342
A2,A2HH,High,"Ml,At",high_N20,N_20,tree mixture,2,9,4.01,4.03,20.006,5 mm,28.046,R9,plot3,harvest1,NA,-3.296,24.75,30,4.257
A2,A2HH,High,"Ml,At",high_N20,N_20,tree mixture,2,10,4,4,20,5 mm,28,R10,plot3,harvest2,NA,-3.296,24.704,60,1.751
A2,A2HH,High,"Ml,At",high_N20,N_20,tree mixture,2,11,4.04,4.07,19.93,5 mm,28.04,R11,plot3,harvest3,NA,-3.296,24.744,220,1.65
A2,A2HH,High,"Ml,At",high_N20,N_20,tree mixture,2,12,4.09,4.07,20.02,5 mm,28.18,R12,plot3,harvest4,NA,-3.296,24.884,365,3.665
A2,A2HH,High,"Ml,At",high_N20,N_20,tree mixture,2,13,4.05,4.064,20.08,5 mm,28.194,,,,25.104,,28.194,,
A2,A2HH,High,"Ml,At",high_N20,N_20,tree mixture,2,14,4.04,4.065,20.09,5 mm,28.195,,,,24.961,,28.195,,
A2,A2HH,High,"Ml,At",high_N20,N_20,tree mixture,2,15,4.033,3.999,20.089,5 mm,28.121,,,,24.557,,28.121,,
A2,A2HH,High,"Ml,At",high_N20,N_20,tree mixture,2,1,4.06,4.064,20.005,2 mm,28.129,R1,plot1,harvest1,NA,-3.791,24.338,30,6.223
A2,A2HH,High,"Ml,At",high_N20,N_20,tree mixture,2,2,4.04,4.041,20.073,2 mm,28.154,R2,plot1,harvest2,NA,-3.791,24.363,60,5.273
A2,A2HH,High,"Ml,At",high_N20,N_20,tree mixture,2,3,4,4,20.07,2 mm,28.07,R3,plot1,harvest3,NA,-3.791,24.279,220,5.07
A2,A2HH,High,"Ml,At",high_N20,N_20,tree mixture,2,4,4.02,3.994,20.06,2 mm,28.074,R4,plot1,harvest4,NA,-3.791,24.283,365,4.498
A2,A2HH,High,"Ml,At",high_N20,N_20,tree mixture,2,5,4.013,4.043,20.02,2 mm,28.076,R5,plot2,harvest1,NA,-3.791,24.285,30,6.216
A2,A2HH,High,"Ml,At",high_N20,N_20,tree mixture,2,6,4.03,4.044,20.03,2 mm,28.104,R6,plot2,harvest2,NA,-3.791,24.313,60,5.648
A2,A2HH,High,"Ml,At",high_N20,N_20,tree mixture,2,7,4,4,20.02,2 mm,28.02,R7,plot2,harvest3,NA,-3.791,24.229,220,5.55
A2,A2HH,High,"Ml,At",high_N20,N_20,tree mixture,2,8,4.03,4.02,20.05,2 mm,28.1,R8,plot2,harvest4,NA,-3.791,24.309,365,4.144
A2,A2HH,High,"Ml,At",high_N20,N_20,tree mixture,2,9,4.02,4.062,20.045,2 mm,28.127,R9,plot3,harvest1,NA,-3.791,24.336,30,5.868
A2,A2HH,High,"Ml,At",high_N20,N_20,tree mixture,2,10,4.062,4.013,20.05,2 mm,28.125,R10,plot3,harvest2,NA,-3.791,24.334,60,5.883
A2,A2HH,High,"Ml,At",high_N20,N_20,tree mixture,2,11,4.01,4.01,20.021,2 mm,28.041,R11,plot3,harvest3,NA,-3.791,24.25,220,4.64
A2,A2HH,High,"Ml,At",high_N20,N_20,tree mixture,2,12,4.03,4.05,20.093,2 mm,28.173,R12,plot3,harvest4,NA,-3.791,24.382,365,3.136
A2,A2HH,High,"Ml,At",high_N20,N_20,tree mixture,2,13,4.056,4.055,20.04,2 mm,28.151,,,,26,,28.151,,NA
A2,A2HH,High,"Ml,At",high_N20,N_20,tree mixture,2,14,4.013,4.05,20.038,2 mm,28.101,,,,22.096,,28.101,,NA
A2,A2HH,High,"Ml,At",high_N20,N_20,tree mixture,2,15,4.03,4.064,20.012,2 mm,28.106,,,,24.889,,28.106,,NA
A2,A2HH,High,"Ml,At",high_N20,N_20,tree mixture,2,1,4.02,4.04,20.002,0.07 mm,28.062,R1,plot1,harvest1,NA,-3.132,24.93,30,6.41
A2,A2HH,High,"Ml,At",high_N20,N_20,tree mixture,2,2,4.023,4.089,20.008,0.07 mm,28.12,R2,plot1,harvest2,NA,-3.132,24.988,60,6.487
A2,A2HH,High,"Ml,At",high_N20,N_20,tree mixture,2,3,4.06,4,20.093,0.07 mm,28.153,R3,plot1,harvest3,NA,-3.132,25.021,220,4.94
A2,A2HH,High,"Ml,At",high_N20,N_20,tree mixture,2,4,4.02,4.064,20.076,0.07 mm,28.16,R4,plot1,harvest4,NA,-3.132,25.028,365,3.136
A2,A2HH,High,"Ml,At",high_N20,N_20,tree mixture,2,5,4.026,4.082,20.077,0.07 mm,28.185,R5,plot2,harvest1,NA,-3.132,25.053,30,6.369
A2,A2HH,High,"Ml,At",high_N20,N_20,tree mixture,2,6,4.04,4.05,20.085,0.07 mm,28.175,R6,plot2,harvest2,NA,-3.132,25.043,60,5.099
A2,A2HH,High,"Ml,At",high_N20,N_20,tree mixture,2,7,4,4.052,20.088,0.07 mm,28.14,R7,plot2,harvest3,NA,-3.132,25.008,220,4.54
A2,A2HH,High,"Ml,At",high_N20,N_20,tree mixture,2,8,4.08,4.03,20.02,0.07 mm,28.13,R8,plot2,harvest4,NA,-3.132,24.998,365,3.033
A2,A2HH,High,"Ml,At",high_N20,N_20,tree mixture,2,9,4.05,4.02,20.04,0.07 mm,28.11,R9,plot3,harvest1,NA,-3.132,24.978,30,6.141
A2,A2HH,High,"Ml,At",high_N20,N_20,tree mixture,2,10,4,4,20,0.07 mm,28,R10,plot3,harvest2,NA,-3.132,24.868,60,6.792
A2,A2HH,High,"Ml,At",high_N20,N_20,tree mixture,2,11,4.02,4,20.07,0.07 mm,28.09,R11,plot3,harvest3,NA,-3.132,24.958,220,4.91
A2,A2HH,High,"Ml,At",high_N20,N_20,tree mixture,2,12,4.056,4.058,20.063,0.07 mm,28.177,R12,plot3,harvest4,NA,-3.132,25.045,365,3.084
A2,A2HH,High,"Ml,At",high_N20,N_20,tree mixture,2,13,4.04,4.07,20.08,0.07 mm,28.19,,,,25.695,,28.19,,NA
